,0
Annual return,0.25576657755316945
Cumulative returns,0.35481051944189024
Annual volatility,0.15152531560080182
Sharpe ratio,1.5837179293184889
Calmar ratio,2.541382623965772
Stability,0.8980559239391054
Max drawdown,-0.10064072018956803
Omega ratio,1.3018181966481872
Sortino ratio,2.392342565852486
Skew,
Kurtosis,
Tail ratio,1.0680739043419585
Daily value at risk,-0.018138120118495773
